code,csname,extname,cname,index_code,index_name,indx_csname,pub_party_name,pub_date,base_date,bp,adj_circle,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type
560260,广发中证医疗ETF,医疗ETF龙头,广发中证医疗交易型开放式指数证券投资基金,399989.SZ,中证医疗指数,中证医疗,中证指数有限公司,20141031,20041231,1000.0,半年,2023-09-06,2023-09-15,L,SH,广发基金,北京银行股份有限公司,0.5,纯境内
159797,汇添富中证全指医疗器械ETF,医疗器械ETF基金,汇添富中证全指医疗器械交易型开放式指数证券投资基金,H30217.CSI,中证全指医疗器械指数,医疗器械,中证指数有限公司,20130715,20041231,1000.0,半年,2022-04-28,2022-05-16,L,SZ,汇添富基金,中国农业银行股份有限公司,0.15,纯境内
516020,华宝化工ETF,化工ETF,华宝中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,细分化工,中证指数有限公司,20120411,20041231,1000.0,半年,2021-02-26,2021-03-08,L,SH,华宝基金,中国银行股份有限公司,0.5,纯境内
159934,易方达黄金ETF,黄金ETF,易方达黄金交易型开放式证券投资基金,Au99.99.SGE,黄金9999,Au99.99,,20021030,,,,2013-11-29,2013-12-16,L,SZ,易方达基金,中国工商银行股份有限公司,0.5,纯境内
516010,国泰中证动漫游戏ETF,游戏ETF,国泰中证动漫游戏交易型开放式指数证券投资基金,930901.CSI,中证动漫游戏指数,动漫游戏,中证指数有限公司,20161018,20121231,1000.0,半年,2021-02-25,2021-03-05,L,SH,国泰基金,上海浦东发展银行股份有限公司,0.5,纯境内
561170,富国中证绿色电力ETF,绿色电力ETF,富国中证绿色电力交易型开放式指数证券投资基金,931897.CSI,中证绿色电力指数,绿色电力,中证指数有限公司,20121221,20170630,1000.0,半年,2023-03-02,2023-03-16,L,SH,富国基金,中国民生银行股份有限公司,0.5,纯境内
513390,博时纳斯达克100ETF,纳指100ETF,博时纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,纳斯达克100指数,美国纳斯达克证券交易所,19850201,19850131,125.0,,2023-04-19,2023-05-08,L,SH,博时基金,中信银行股份有限公司,0.5,QDII
159271,鹏华恒生ETF,恒生指数ETF,鹏华恒生交易型开放式指数证券投资基金,HSI.HI,恒生指数,恒生指数,恒生指数有限公司,19691124,19640731,100.0,三个月,2025-07-30,2025-08-11,L,SZ,鹏华基金,中国工商银行股份有限公司,0.5,纯境内
159775,建信国证新能源车电池ETF,电池ETF基金,建信国证新能源车电池交易型开放式指数证券投资基金,980032.SZ,国证新能源车电池指数,新能电池,深圳证券信息有限公司,20150217,20021231,1000.0,半年,2022-01-07,2022-01-24,L,SZ,建信基金,中信证券股份有限公司,0.5,纯境内
159681,创50ETF,创50ETF,鹏华创业板50交易型开放式指数证券投资基金,399673.SZ,创业板50指数,创业板50,深圳证券信息有限公司,20140618,20100531,1000.0,半年,2022-12-21,2023-01-03,L,SZ,鹏华基金,交通银行股份有限公司,0.15,纯境内
159935,景顺长城中证500ETF,中证500ETF景顺,景顺长城中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,中证500,中证指数有限公司,20070115,20041231,1000.0,半年,2013-12-26,2014-01-21,L,SZ,景顺长城基金,中国银行股份有限公司,0.5,纯境内
516510,易方达中证云计算与大数据主题ETF,云计算ETF,易方达中证云计算与大数据主题交易型开放式指数证券投资基金,930851.CSI,中证云计算与大数据主题指数,云计算,中证指数有限公司,20160720,20120629,1000.0,半年,2021-03-29,2021-04-07,L,SH,易方达基金,招商银行股份有限公司,0.15,纯境内
159355,华宝中证800红利低波动ETF,800红利低波ETF,华宝中证800红利低波动交易型开放式指数证券投资基金,931848.CSI,中证800红利低波动指数,800红利低波,中证指数有限公司,20240521,20131231,1000.0,半年,2024-11-25,2024-12-03,L,SZ,华宝基金,招商银行股份有限公司,0.5,纯境内
588390,博时中证科创创业50ETF,科创创业50ETF,博时中证科创创业50交易型开放式指数证券投资基金,931643.CSI,中证科创创业50指数,科创创业50,中证指数有限公司,20210601,20191231,1000.0,三个月,2021-08-19,2021-08-30,L,SH,博时基金,招商银行股份有限公司,0.5,纯境内
510560,国寿安保中证500ETF,国寿500ETF,国寿安保中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,中证500,中证指数有限公司,20070115,20041231,1000.0,半年,2015-05-29,2015-07-03,L,SH,国寿安保基金,中国农业银行股份有限公司,0.5,纯境内
512390,平安MSCI中国A股低波动ETF,平安MSCI低波ETF,平安MSCI中国A股低波动交易型开放式指数证券投资基金,707918L.MI,MSCI中国A股国际低波(美元)指数(本币),MSCI中国A股国际低波(美元)指数(本币),摩根士丹利资本国际公司,20150827,20081125,1000.0,,2018-06-07,2018-07-13,L,SH,平安基金,平安银行股份有限公司,0.5,纯境内
159708,红利ETF,红利ETF,西部利得深证红利交易型开放式指数证券投资基金,399324.SZ,深证红利指数,深证红利,深圳证券信息有限公司,20060124,20021231,1000.0,半年,2021-06-18,2021-07-02,L,SZ,西部利得基金,光大证券股份有限公司,0.4,纯境内
159922,嘉实中证500ETF,中证500ETF,嘉实中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,中证500,中证指数有限公司,20070115,20041231,1000.0,半年,2013-02-06,2013-03-15,L,SZ,嘉实基金,中国建设银行股份有限公司,0.15,纯境内
516590,易方达中证智能电动汽车ETF,智能汽车ETF易方达,易方达中证智能电动汽车交易型开放式指数证券投资基金,H11052.CSI,中证智能电动汽车指数,智能电车,中证指数有限公司,20090722,20141231,1000.0,半年,2021-04-29,2021-05-12,L,SH,易方达基金,招商银行股份有限公司,0.15,纯境内
159890,招商中证云计算ETF,云计算ETF,招商中证云计算与大数据主题交易型开放式指数证券投资基金,930851.CSI,中证云计算与大数据主题指数,云计算,中证指数有限公司,20160720,20120629,1000.0,半年,2021-03-25,2021-04-02,L,SZ,招商基金,中信证券股份有限公司,0.15,纯境内
560150,红利TK,红利低波ETF泰康,泰康中证红利低波动交易型开放式指数证券投资基金,H30269.CSI,中证红利低波动指数,红利低波,中证指数有限公司,20131219,20051230,1000.0,一年,2024-03-15,2024-04-08,L,SH,泰康基金,招商银行股份有限公司,0.4,纯境内
159740,大成恒生科技ETF(QDII),恒生科技ETF,大成恒生科技交易型开放式指数证券投资基金(QDII),HSTECH.HI,恒生科技指数,恒生科技指数,恒生指数有限公司,20200727,20141231,3000.0,三个月,2021-05-18,2021-05-27,L,SZ,大成基金,中国银行股份有限公司,0.5,QDII
510190,华安上证50ETF,上证50ETF华安,华安上证50交易型开放式指数证券投资基金,000016.SH,上证50指数,上证50,中证指数有限公司,20040102,20031231,1000.0,半年,2010-11-18,2011-01-10,L,SH,华安基金,中国工商银行股份有限公司,0.15,纯境内
159631,招商中证A100ETF,中证A100ETF,招商中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,中证A100,中证指数有限公司,20060529,20051230,1000.0,半年,2022-08-18,2022-08-26,L,SZ,招商基金,中信证券股份有限公司,0.5,纯境内
517080,汇添富中证沪港深500ETF,沪港深500ETF基金,汇添富中证沪港深500交易型开放式指数证券投资基金,H30455.CSI,中证沪港深500指数,沪港深500,中证指数有限公司,20141128,20041231,1000.0,半年,2021-02-01,2021-02-22,L,SH,汇添富基金,中国工商银行股份有限公司,0.15,纯境内
562850,嘉实中证国新央企现代能源ETF,央企能源ETF,嘉实中证国新央企现代能源交易型开放式指数证券投资基金,932037.CSI,中证国新央企现代能源指数,央企现代能源,中证指数有限公司,20221116,20161230,1000.0,半年,2023-07-27,2023-08-09,L,SH,嘉实基金,中国银行股份有限公司,0.5,纯境内
561380,国泰恒生A股电网设备ETF,电网ETF,国泰恒生A股电网设备交易型开放式指数证券投资基金,HSCAUPG.HI,恒生A股电网设备指数,A股电网设备,恒生指数有限公司,20220228,20181231,3000.0,半年,2024-12-11,2024-12-23,L,SH,国泰基金,华夏银行股份有限公司,0.5,纯境内
512620,天弘中证农业主题ETF,农业ETF天弘,天弘中证农业主题交易型开放式指数证券投资基金,000949.CSI,中证农业主题指数,中证农业,中证指数有限公司,20091028,20041231,1000.0,半年,2025-11-12,2025-11-21,L,SH,天弘基金,国泰海通证券股份有限公司,0.5,纯境内
516530,物流快递,物流快递ETF,银华中证现代物流交易型开放式指数证券投资基金,930716.CSI,中证现代物流指数,CS物流,中证指数有限公司,20150731,20111230,1000.0,半年,2022-01-04,2022-01-17,L,SH,银华基金,招商银行股份有限公司,0.5,纯境内
511660,建信现金添益货币H,货币ETF建信添益,建信现金添益交易型货币市场基金H类,,,,,,,,,2016-09-02,2016-09-21,L,SH,建信基金,国泰海通证券股份有限公司,0.25,纯境内
159685,天弘中证1000增强策略ETF,1000增强ETF天弘,天弘中证1000增强策略交易型开放式指数证券投资基金,000852.SH,中证1000指数,中证1000,中证指数有限公司,20141017,20041231,1000.0,半年,2023-03-15,2023-04-03,L,SZ,天弘基金,光大证券股份有限公司,0.5,纯境内
159305,广发国证新能源电池ETF,储能电池ETF广发,广发国证新能源电池交易型开放式指数证券投资基金,980027.SZ,国证新能源电池指数,新能源电池,深圳证券信息有限公司,20150216,20141231,1000.0,半年,2024-09-18,2024-09-27,L,SZ,广发基金,中国银行股份有限公司,0.5,纯境内
159379,融通中证A500ETF,A500ETF融通,融通中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,中证A500,中证指数有限公司,20240923,20041231,1000.0,半年,2025-01-09,2025-01-23,L,SZ,融通基金,上海银行股份有限公司,0.15,纯境内
159607,嘉实中证海外中国互联网30ETF(QDII),中概互联网ETF,嘉实中证海外中国互联网30交易型开放式指数证券投资基金(QDII),930604.CSI,中证海外中国互联网30指数,中国互联网30,中证指数有限公司,20150323,20070629,1000.0,半年,2021-11-24,2021-12-02,L,SZ,嘉实基金,中国农业银行股份有限公司,0.5,QDII
588860,科创医药ETF,科创医药ETF,工银瑞信上证科创板生物医药交易型开放式指数证券投资基金,000683.SH,上证科创板生物医药指数,科创生物,中证指数有限公司,20220509,20191231,1000.0,三个月,2024-08-08,2024-08-23,L,SH,工银瑞信基金,华泰证券股份有限公司,0.45,纯境内
561570,油气基金,油气ETF华泰柏瑞,华泰柏瑞中证油气产业交易型开放式指数证券投资基金,H30198.CSI,中证油气产业指数,油气产业,中证指数有限公司,20130715,20041231,1000.0,半年,2024-10-09,2024-10-17,L,SH,华泰柏瑞基金,中信证券股份有限公司,0.5,纯境内
159615,南方恒生生物科技ETF(QDII),恒生生物科技ETF,南方恒生生物科技交易型开放式指数证券投资基金(QDII),HSBIO.HI,恒生生物科技指数,恒生生物科技,恒生指数有限公司,20191216,20131231,10000.0,三个月,2022-06-17,2022-06-28,L,SZ,南方基金,中国农业银行股份有限公司,0.5,QDII
515350,民生加银沪深300ETF,民生加银300ETF,民生加银沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,沪深300,中证指数有限公司,20050408,20041231,1000.0,半年,2019-12-24,2020-02-07,L,SH,民生加银基金,中国农业银行股份有限公司,0.15,纯境内
512670,国防ETF,国防ETF,鹏华中证国防交易型开放式指数证券投资基金,399973.SZ,中证国防指数,中证国防,中证指数有限公司,20140415,20110630,1000.0,半年,2019-07-05,2019-08-01,L,SH,鹏华基金,中国建设银行股份有限公司,0.3,纯境内
159720,智能车TK,智能车ETF泰康,泰康中证智能电动汽车交易型开放式指数证券投资基金,H11052.CSI,中证智能电动汽车指数,智能电车,中证指数有限公司,20090722,20141231,1000.0,半年,2021-07-07,2021-07-20,L,SZ,泰康基金,招商银行股份有限公司,0.5,纯境内
513970,景顺长城恒生消费ETF(QDII),恒生消费ETF,景顺长城恒生消费交易型开放式指数证券投资基金(QDII),HSCGSI.HI,恒生消费指数,恒生消费,恒生指数有限公司,20150817,20100305,3000.0,三个月,2023-04-12,2023-04-21,L,SH,景顺长城基金,兴业银行股份有限公司,0.5,QDII
518600,广发上海金ETF,上海金ETF,广发上海金交易型开放式证券投资基金,SHAU.SGE,黄金集中定价(SHAU合约),SHAU,,,20160419,,,2020-07-08,2020-08-05,L,SH,广发基金,招商银行股份有限公司,0.5,纯境内
159262,广发恒生港股通科技主题ETF,港股通科技ETF,广发恒生港股通科技主题交易型开放式指数证券投资基金,HSSCITI.HI,恒生港股通科技主题指数,港股通科技主题,恒生指数有限公司,20230717,20201231,3000.0,半年,2025-06-26,2025-07-07,L,SZ,广发基金,华泰证券股份有限公司,0.5,纯境内
588840,万家上证科创板50成份ETF,科创板50ETF基金,万家上证科创板50成份交易型开放式指数证券投资基金,000688.SH,上证科创板50成份指数,科创50,中证指数有限公司,20200723,20191231,1000.0,三个月,2025-02-26,2025-03-10,L,SH,万家基金,中信银行股份有限公司,0.15,纯境内
516550,嘉实中证大农业ETF,农业ETF,嘉实中证大农业交易型开放式指数证券投资基金,399814.SZ,中证大农业指数,大农业,中证指数有限公司,20140722,20131231,1000.0,半年,2021-03-30,2021-04-08,L,SH,嘉实基金,中国银行股份有限公司,0.5,纯境内
159960,平安恒生中国企业ETF,恒生中国企业ETF,平安港股通恒生中国企业交易型开放式指数证券投资基金,HSCEI.HI,恒生中国企业指数,恒生中国企业指数,恒生指数有限公司,19940808,20000103,2000.0,三个月,2018-09-21,2018-10-22,L,SZ,平安基金,中国银行股份有限公司,0.5,纯境内
588120,国泰上证科创板100ETF,科创板100ETF,国泰上证科创板100交易型开放式指数证券投资基金,000698.SH,上证科创板100指数,科创100,中证指数有限公司,20230807,20191231,1000.0,三个月,2023-09-06,2023-09-15,L,SH,国泰基金,中信证券股份有限公司,0.15,纯境内
513500,博时标普500ETF,标普500ETF,博时标普500交易型开放式指数证券投资基金,SPTR500N.OTH,标普500净总收益指数,标普500净总收益指数,标普道琼斯指数有限公司,19570304,19280103,10.0,,2013-12-05,2014-01-15,L,SH,博时基金,中国工商银行股份有限公司,0.6,QDII
510040,鹏华上证180ETF,上证180ETF指数,鹏华上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,上证180,中证指数有限公司,20020701,20020628,3299.06,半年,2024-12-25,2025-01-06,L,SH,鹏华基金,东方证券股份有限公司,0.15,纯境内
562550,华夏中证绿色电力ETF,绿电ETF,华夏中证绿色电力交易型开放式指数证券投资基金,931897.CSI,中证绿色电力指数,绿色电力,中证指数有限公司,20121221,20170630,1000.0,半年,2023-03-07,2023-03-27,L,SH,华夏基金,中信银行股份有限公司,0.5,纯境内
562310,300成长,沪深300成长ETF,银华沪深300成长交易型开放式指数证券投资基金,000918.CSI,沪深300成长指数,300成长,中证指数有限公司,20080121,20041231,1000.0,半年,2022-09-01,2022-09-09,L,SH,银华基金,中国建设银行股份有限公司,0.5,纯境内
159610,景顺长城中证500增强策略ETF,500ETF增强,景顺长城中证500增强策略交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,中证500,中证指数有限公司,20070115,20041231,1000.0,半年,2021-12-13,2022-01-10,L,SZ,景顺长城基金,中国工商银行股份有限公司,0.5,纯境内
159605,广发中证海外中国互联网30(QDII-ETF),中概互联ETF,广发中证海外中国互联网30交易型开放式指数证券投资基金(QDII),930604.CSI,中证海外中国互联网30指数,中国互联网30,中证指数有限公司,20150323,20070629,1000.0,半年,2021-11-24,2021-12-02,L,SZ,广发基金,中国建设银行股份有限公司,0.5,QDII
512220,景顺长城中证科技传媒通信150ETF,TMTETF,景顺长城中证科技传媒通信150交易型开放式指数证券投资基金,H30318.CSI,中证科技传媒通信150指数,科技传媒通信150,中证指数有限公司,20140415,20110630,1000.0,半年,2014-07-18,2014-08-19,L,SH,景顺长城基金,中国银行股份有限公司,0.5,纯境内
588500,易方达上证科创板100增强策略ETF,科创100增强ETF易方达,易方达上证科创板100增强策略交易型开放式指数证券投资基金,000698.SH,上证科创板100指数,科创100,中证指数有限公司,20230807,20191231,1000.0,三个月,2024-06-27,2024-07-19,L,SH,易方达基金,中国建设银行股份有限公司,0.5,纯境内
159866,日经ETF,日经ETF,工银瑞信大和日经225交易型开放式指数证券投资基金(QDII),N225.JT,日经225指数,日经225指数,东京证券交易所,19500907,19490513,176.21,,2021-03-24,2021-04-08,L,SZ,工银瑞信基金,中国农业银行股份有限公司,0.2,QDII
513030,华安德国(DAX)ETF,德国ETF,华安国际龙头(DAX)交易型开放式指数证券投资基金,GDAXI.GY,德国法兰克福DAX指数,德国法兰克福DAX指数,德国法兰克福证券交易所,19880101,19871230,1000.0,,2014-08-08,2014-09-05,L,SH,华安基金,招商银行股份有限公司,0.8,QDII
159581,万家中证红利ETF,红利ETF基金,万家中证红利交易型开放式指数证券投资基金,000922.CSI,中证红利指数,中证红利,中证指数有限公司,20080526,20041231,1000.0,一年,2024-03-06,2024-03-15,L,SZ,万家基金,中国建设银行股份有限公司,0.5,纯境内
159655,华夏标普500ETF(QDII),标普ETF,华夏标普500交易型开放式指数证券投资基金(QDII),SPX.UN,标普500指数,标普500指数,标普道琼斯指数有限公司,19570304,19280103,10.0,,2022-10-12,2022-10-25,L,SZ,华夏基金,招商银行股份有限公司,0.6,QDII
159679,国泰中证1000增强策略ETF,中证1000增强ETF,国泰中证1000增强策略交易型开放式指数证券投资基金,000852.SH,中证1000指数,中证1000,中证指数有限公司,20141017,20041231,1000.0,半年,2023-02-09,2023-02-22,L,SZ,国泰基金,国泰海通证券股份有限公司,1.0,纯境内
516730,浦银安盛中证证券公司30ETF,证券公司ETF,浦银安盛中证证券公司30交易型开放式指数证券投资基金,931412.CSI,中证证券公司30指数,证券公司30,中证指数有限公司,20200220,20131231,1000.0,半年,2021-11-04,2021-11-12,L,SH,浦银安盛基金,招商银行股份有限公司,0.5,纯境内
159226,国泰中证A500增强策略ETF,中证A500增强ETF,国泰中证A500增强策略交易型开放式指数证券投资基金,000510.SH,中证A500指数,中证A500,中证指数有限公司,20240923,20041231,1000.0,半年,2025-05-20,2025-05-29,L,SZ,国泰基金,中国工商银行股份有限公司,0.5,纯境内
513210,易方达恒生ETF(QDII),恒生ETF易方达,易方达恒生交易型开放式指数证券投资基金(QDII),HSI.HI,恒生指数,恒生指数,恒生指数有限公司,19691124,19640731,100.0,三个月,2024-04-10,2024-04-22,L,SH,易方达基金,中国银行股份有限公司,0.5,QDII
588370,南方上证科创板50成份增强策略ETF,科创50增强ETF南方,南方上证科创板50成份增强策略交易型开放式指数证券投资基金,000688.SH,上证科创板50成份指数,科创50,中证指数有限公司,20200723,20191231,1000.0,三个月,2022-12-01,2022-12-13,L,SH,南方基金,中国银行股份有限公司,0.5,纯境内
159816,0-4地债,0-4地债ETF,鹏华中证0-4年期地方政府债交易型开放式指数证券投资基金,931161.CSI,中证0-4年期地方政府债指数,0-4年地债,中证指数有限公司,20190425,20131231,100.0,三个月,2020-07-30,2020-09-04,L,SZ,鹏华基金,兴业银行股份有限公司,0.15,纯境内
516130,华宝消费龙头ETF,消费龙头ETF,华宝中证消费龙头交易型开放式指数证券投资基金,931068.CSI,中证消费龙头指数,消费龙头,中证指数有限公司,20181121,20041231,1000.0,半年,2021-09-28,2021-10-13,L,SH,华宝基金,中国银行股份有限公司,0.5,纯境内
516310,易方达中证银行ETF,银行ETF易方达,易方达中证银行交易型开放式指数证券投资基金,399986.SZ,中证银行指数,中证银行,中证指数有限公司,20130715,20041231,1000.0,半年,2021-05-20,2021-05-28,L,SH,易方达基金,中国建设银行股份有限公司,0.15,纯境内
513770,华宝中证港股通互联网ETF,港股互联网ETF,华宝中证港股通互联网交易型开放式指数证券投资基金,931637.CSI,中证港股通互联网指数,港股通互联网,中证指数有限公司,20210111,20161230,1000.0,半年,2022-02-09,2022-02-18,L,SH,华宝基金,中国工商银行股份有限公司,0.5,纯境内
515910,质量ETF,质量ETF,中金MSCI中国A股国际质量交易型开放式指数证券投资基金,707717L.MI,MSCI中国A股国际公司质量指数(本币),MSCI中国A股国际公司质量指数(本币),摩根士丹利资本国际公司,20150827,20081125,1000.0,,2021-01-21,2021-02-26,L,SH,中金基金,招商证券股份有限公司,0.3,纯境内
563090,易方达上证50增强策略ETF,上证50增强ETF易方达,易方达上证50增强策略交易型开放式指数证券投资基金,000016.SH,上证50指数,上证50,中证指数有限公司,20040102,20031231,1000.0,半年,2024-05-27,2024-06-06,L,SH,易方达基金,交通银行股份有限公司,0.8,纯境内
159661,嘉实中证A100ETF,A100ETF嘉实,嘉实中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,中证A100,中证指数有限公司,20060529,20051230,1000.0,半年,2023-11-23,2023-12-01,L,SZ,嘉实基金,中国银行股份有限公司,0.15,纯境内
511010,国泰上证5年期国债ETF,国债ETF,上证5年期国债交易型开放式指数证券投资基金,000140.CSI,上证5年期国债指数,5年国债,中证指数有限公司,20120912,20071231,100.0,三个月,2013-03-05,2013-03-25,L,SH,国泰基金,中国建设银行股份有限公司,0.15,纯境内
588040,鹏华科创板50ETF,科创50ETF指数,鹏华上证科创板50成份交易型开放式指数证券投资基金,000688.SH,上证科创板50成份指数,科创50,中证指数有限公司,20200723,20191231,1000.0,三个月,2025-04-03,2025-04-14,L,SH,鹏华基金,国泰海通证券股份有限公司,0.15,纯境内
516080,易方达中证创新药产业ETF,创新药ETF易方达,易方达中证创新药产业交易型开放式指数证券投资基金,931152.CSI,中证创新药产业指数,CS创新药,中证指数有限公司,20190422,20141231,1000.0,半年,2021-02-03,2021-02-23,L,SH,易方达基金,中国银行股份有限公司,0.15,纯境内
512640,嘉实中证金融地产ETF,金融地产ETF嘉实,嘉实中证金融地产交易型开放式指数证券投资基金,000934.SH,中证金融地产指数,800金地,中证指数有限公司,20090703,20041231,1000.0,半年,2014-06-20,2014-07-25,L,SH,嘉实基金,中国银行股份有限公司,0.5,纯境内
159877,南方中证全指医疗保健设备与服务ETF,医疗ETF南方,南方中证全指医疗保健设备与服务交易型开放式指数证券投资基金,H30178.CSI,中证全指医疗保健设备与服务指数,医疗保健,中证指数有限公司,20130715,20041231,1000.0,半年,2021-10-22,2021-11-03,L,SZ,南方基金,中国工商银行股份有限公司,0.5,纯境内
159849,招商中证生物科技主题ETF,生物科技指数ETF,招商中证生物科技主题交易型开放式指数证券投资基金,930743.CSI,中证生物科技主题指数,中证生科,中证指数有限公司,20150826,20111231,1000.0,半年,2021-02-08,2021-03-02,L,SZ,招商基金,中国银河证券股份有限公司,0.5,纯境内
563660,银河中证A500ETF,A500ETF银河,银河中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,中证A500,中证指数有限公司,20240923,20041231,1000.0,半年,2025-03-20,2025-04-02,L,SH,银河基金,中国农业银行股份有限公司,0.15,纯境内
516000,华夏中证大数据产业ETF,数据ETF,华夏中证大数据产业交易型开放式指数证券投资基金,930902.CSI,中证大数据产业指数,中证数据,中证指数有限公司,20161018,20121231,1000.0,半年,2021-02-09,2021-03-01,L,SH,华夏基金,中国银行股份有限公司,0.5,纯境内
159745,国泰中证全指建筑材料ETF,建材ETF,国泰中证全指建筑材料交易型开放式指数证券投资基金,931009.CSI,中证全指建筑材料指数,建筑材料,中证指数有限公司,20130715,20041231,1000.0,半年,2021-06-09,2021-06-18,L,SZ,国泰基金,中国银河证券股份有限公司,0.5,纯境内
588920,鹏华科创板芯片ETF,科创芯片ETF指数,鹏华上证科创板芯片交易型开放式指数证券投资基金,000685.SH,上证科创板芯片指数,科创芯片,中证指数有限公司,20220613,20191231,1000.0,三个月,2025-07-16,2025-07-28,L,SH,鹏华基金,国泰海通证券股份有限公司,0.5,纯境内
159936,广发中证全指可选消费ETF,可选消费ETF,广发中证全指可选消费交易型开放式指数证券投资基金,000989.SH,中证全指可选消费指数,全指可选,中证指数有限公司,20110802,20041231,1000.0,半年,2014-06-03,2014-06-25,L,SZ,广发基金,中国银行股份有限公司,0.5,纯境内
159656,万家沪深300成长ETF,300成长ETF,万家沪深300成长交易型开放式指数证券投资基金,000918.CSI,沪深300成长指数,300成长,中证指数有限公司,20080121,20041231,1000.0,半年,2022-12-28,2023-01-16,L,SZ,万家基金,中国建设银行股份有限公司,0.5,纯境内
159276,汇添富国证自由现金流ETF,现金流ETF汇添富,汇添富国证自由现金流交易型开放式指数证券投资基金,980092.SZ,国证自由现金流指数,自由现金流,深圳证券信息有限公司,20121228,20121231,1000.0,三个月,2025-07-17,2025-07-28,L,SZ,汇添富基金,交通银行股份有限公司,0.5,纯境内
159642,大成中证上海环交所碳中和ETF,碳中和100ETF,大成中证上海环交所碳中和交易型开放式指数证券投资基金,931755.CSI,中证上海环交所碳中和指数,SEEE碳中和,中证指数有限公司,20211021,20170630,1000.0,半年,2022-07-13,2022-07-21,L,SZ,大成基金,招商银行股份有限公司,0.5,纯境内
561200,中证A100ETF工银,中证A100ETF工银,工银瑞信中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,中证A100,中证指数有限公司,20060529,20051230,1000.0,半年,2023-12-22,2024-01-05,L,SH,工银瑞信基金,中国农业银行股份有限公司,0.45,纯境内
159257,汇添富国证通用航空产业ETF,航空ETF基金,汇添富国证通用航空产业交易型开放式指数证券投资基金,980076.SZ,国证通用航空产业指数,通用航空,深圳证券信息有限公司,20121228,20120629,1000.0,半年,2025-07-16,2025-07-28,L,SZ,汇添富基金,中信建投证券股份有限公司,0.5,纯境内
159311,易方达中证数字经济主题ETF,数字经济ETF易方达,易方达中证数字经济主题交易型开放式指数证券投资基金,931582.CSI,中证数字经济主题指数,数字经济,中证指数有限公司,20201109,20161230,1000.0,半年,2025-07-07,2025-07-15,L,SZ,易方达基金,交通银行股份有限公司,0.5,纯境内
513650,南方标普500ETF(QDII),标普500ETF南方,南方标普500交易型开放式指数证券投资基金(QDII),SPX.UN,标普500指数,标普500指数,标普道琼斯指数有限公司,19570304,19280103,10.0,,2023-03-23,2023-04-04,L,SH,南方基金,招商银行股份有限公司,0.6,QDII
159110,万家深证AAA科技创新公司债ETF,科创债ETF万家,万家深证AAA科技创新公司债交易型开放式指数证券投资基金,921130.SZ,深证AAA科技创新公司债指数,深AAA科创债,深圳证券信息有限公司,20231123,20221230,100.0,一个月,2025-09-17,2025-09-24,L,SZ,万家基金,兴业银行股份有限公司,0.15,纯境内
159958,创业板ETF工银,创业板ETF工银,工银瑞信创业板交易型开放式指数证券投资基金,399006.SZ,创业板指数,创业板指,深圳证券信息有限公司,20100601,20100531,1000.0,半年,2017-12-25,2018-01-19,L,SZ,工银瑞信基金,中国银行股份有限公司,0.5,纯境内
159371,富国创业板50ETF,创业板50ETF富国,富国创业板50交易型开放式指数证券投资基金,399673.SZ,创业板50指数,创业板50,深圳证券信息有限公司,20140618,20100531,1000.0,半年,2025-01-24,2025-02-12,L,SZ,富国基金,中信证券股份有限公司,0.15,纯境内
512820,中证银行ETF,银行ETF龙头,中证银行交易型开放式指数证券投资基金,399986.SZ,中证银行指数,中证银行,中证指数有限公司,20130715,20041231,1000.0,半年,2018-10-23,2018-11-23,L,SH,汇添富基金,招商银行股份有限公司,0.5,纯境内
588000,华夏上证科创板50成份ETF,科创50ETF,华夏上证科创板50成份交易型开放式指数证券投资基金,000688.SH,上证科创板50成份指数,科创50,中证指数有限公司,20200723,20191231,1000.0,三个月,2020-09-28,2020-11-16,L,SH,华夏基金,招商银行股份有限公司,0.15,纯境内
159572,易方达创业板中盘200ETF,创业板200ETF易方达,易方达创业板中盘200交易型开放式指数证券投资基金,399019.SZ,创业板中盘200指数,创业200,深圳证券信息有限公司,20231115,20120629,1000.0,半年,2023-12-15,2023-12-25,L,SZ,易方达基金,中国银行股份有限公司,0.15,纯境内
589700,南方上证科创板成长ETF,科创成长ETF南方,南方上证科创板成长交易型开放式指数证券投资基金,000690.SH,上证科创板成长指数,科创成长,中证指数有限公司,20221104,20191231,1000.0,三个月,2025-05-21,2025-06-05,L,SH,南方基金,中国银行股份有限公司,0.5,纯境内
